row,col,colonysize,plateid,query,array,normalizedcolonysize,score,supp
16,21,422,30847,YDL185W,YBR177C,557.13752,-0.287048267200589,-
16,22,421,30847,YDL185W,YBR177C,546.7707154,-0.335074831265956,-
16,23,437,30847,YDL185W,YBR065C,554.6017476,-0.220231254119426,-
16,24,425,30847,YDL185W,YBR065C,533.4195065,0.973469114396721,-
16,25,382,30847,YDL185W,YBR176W,481.7854482,0.424798285122961,-
16,26,383,30847,YDL185W,YBR176W,503.909879,0.367825278546661,-
16,27,368,30847,YDL185W,YBR064W,505.7178113,-0.680859977845103,-
16,28,389,30847,YDL185W,YBR064W,544.8093243,0.0762532553635538,-
16,29,297,30847,YDL185W,YBR175W,404.4585562,-0.0490268445573747,-
16,30,295,30847,YDL185W,YBR175W,398.7989205,0.610093262977898,-
16,31,400,30847,YDL185W,YBR063C,548.1177067,0.486161116976291,-
16,32,398,30847,YDL185W,YBR063C,541.538478,0.153804916422814,-
16,33,314,30847,YDL185W,YBR174C,424.3944593,0.5353047628887,-
16,34,196,30847,YDL185W,YBR174C,261.9252479,-0.104195562656969,-
16,35,380,30847,YDL185W,YBR062C,532.1395628,0.0407218104228377,-
16,36,360,30847,YDL185W,YBR062C,510.1765084,0.645591926760972,-
16,37,373,30847,YDL185W,YBR172C,530.0797745,-0.650965028908104,-
16,38,388,30847,YDL185W,YBR172C,-,0.247116342186928,-
16,39,373,30847,YDL185W,YBR061C,517.1454537,-0.634205472655594,-
16,40,388,30847,YDL185W,YBR061C,534.491092,-0.43662123568356,-
16,41,259,30847,YDL185W,YBR171W,355.9302949,0.498974189627916,-
16,42,323,30847,YDL185W,YBR171W,445.4896536,0.129429469816387,-
16,43,313,30847,YDL185W,YBR059C,414.4223126,-0.963712967466563,-
16,44,345,30847,YDL185W,YBR059C,456.7065143,0.145759727340192,-
16,45,142,30847,YDL185W,YBR170C,199.4821689,0.375739706214517,-
16,46,170,30847,YDL185W,YBR170C,-,0.231734807603061,-
16,47,478,30847,YDL185W,YOR202W,-,0.0130106252618134,-
16,48,476,30847,YDL185W,YOR202W,-,0.994480070192367,-
17,1,552,30847,YDL185W,YOR202W,-,-0.805006519891322,-
17,2,475,30847,YDL185W,YOR202W,-,0.0419116378761828,-
17,3,470,30847,YDL185W,YAL066W,522.4258625,0.826657879631966,-
17,4,456,30847,YDL185W,YAL066W,533.8875885,0.433717696461827,-
17,5,298,30847,YDL185W,YBL079W,339.6733882,-0.396978752687573,-
17,6,288,30847,YDL185W,YBL079W,339.7819893,0.802957430481911,-
17,7,395,30847,YDL185W,YAL065C,509.3375184,0.799386525060982,-
17,8,398,30847,YDL185W,YAL065C,529.3669422,0.456590056885034,-
17,9,317,30847,YDL185W,YBL078C,423.2655438,-0.387343585025519,-
17,10,321,30847,YDL185W,YBL078C,426.1420298,-0.511036504991353,-
17,11,411,30847,YDL185W,YAL064C-A,546.607074,-0.207606900949031,-
17,12,377,30847,YDL185W,YAL064C-A,-,-0.206574067939073,-
17,13,375,30847,YDL185W,YBL075C,501.072191,-0.387012646533549,-
17,14,418,30847,YDL185W,YBL075C,-,-0.334822923410684,-
17,15,435,30847,YDL185W,YAL062W,592.4042123,0.996586070396006,-
17,16,430,30847,YDL185W,YAL062W,574.2115966,-0.571548121981323,-
17,17,115,30847,YDL185W,YBL072C,114.9994861,-0.379296909552068,-
17,18,85,30847,YDL185W,YBL072C,-,0.832399809733033,-
17,19,445,30847,YDL185W,YAL061W,577.3515426,-0.0680206948891282,-
17,20,427,30847,YDL185W,YAL061W,560.4270723,-0.231834779959172,-
17,21,352,30847,YDL185W,YBL071C,455.6763734,0.336277736816555,-
17,22,294,30847,YDL185W,YBL071C,366.1694356,-0.1344283525832,-
17,23,423,30847,YDL185W,YAL060W,533.9453656,0.0681265974417329,-
17,24,392,30847,YDL185W,YAL060W,-,-0.216618336737156,-
17,25,414,30847,YDL185W,YBL070C,523.9714983,-0.890585619956255,-
17,26,402,30847,YDL185W,YBL070C,529.3119048,-0.543036615010351,-
17,27,354,30847,YDL185W,YAL059W,483.8722046,-0.0751362186856568,-
17,28,371,30847,YDL185W,YAL059W,516.8206238,0.117981685791165,-
17,29,365,30847,YDL185W,YBL069W,501.6688043,0.0208888710476458,-
17,30,302,30847,YDL185W,YBL069W,407.1825396,-0.949052495881915,-
17,31,391,30847,YDL185W,YAL058W,-,-0.219514667987823,-
17,32,375,30847,YDL185W,YAL058W,506.3208111,-0.508010297548026,-
17,33,394,30847,YDL185W,YBL068W,533.3530966,0.0398831367492676,-
17,34,408,30847,YDL185W,YBL068W,557.7661345,0.427127234172076,-
17,35,325,30847,YDL185W,YAL058C-A,448.3775039,-0.984217456541955,-
17,36,314,30847,YDL185W,YAL058C-A,438.3603859,-0.658716785721481,-
17,37,397,30847,YDL185W,YBL067C,559.4298543,-0.22437559068203,-
17,38,363,30847,YDL185W,YBL067C,505.1081437,0.477868951391429,-
17,39,422,30847,YDL185W,YAL056W,580.7912638,0.247724605724216,-
17,40,396,30847,YDL185W,YAL056W,540.3699679,0.751741893589497,-
17,41,327,30847,YDL185W,YBL066C,448.237357,0.68344409763813,-
17,42,347,30847,YDL185W,YBL066C,475.0770907,-0.868361140135676,-
17,43,367,30847,YDL185W,YAL055W,484.372818,-0.466896935831755,-
17,44,395,30847,YDL185W,YAL055W,521.5709358,0.315951908007264,-
17,45,406,30847,YDL185W,YBL065W,530.1449195,0.335747038014233,-
17,46,383,30847,YDL185W,YBL065W,488.2109836,0.535443691536784,-
17,47,493,30847,YDL185W,YOR202W,-,-0.00760279363021255,-
17,48,425,30847,YDL185W,YOR202W,-,0.827753707300872,-
18,1,556,30847,YDL185W,YOR202W,-,0.329797757323831,-
18,2,503,30847,YDL185W,YOR202W,-,0.917410941328853,-
18,3,446,30847,YDL185W,YAL066W,489.5754437,-0.638145697768778,-
18,4,437,30847,YDL185W,YAL066W,505.7073394,-0.416066043544561,-
18,5,299,30847,YDL185W,YBL079W,338.7873486,-0.725267937872559,-
18,6,259,30847,YDL185W,YBL079W,-,-0.241982076317072,-
18,7,386,30847,YDL185W,YAL065C,492.4997945,0.27180030522868,-
18,8,382,30847,YDL185W,YAL065C,501.8180291,0.923153511248529,-
18,9,222,30847,YDL185W,YBL078C,279.1766121,-0.469909114297479,-
18,10,221,30847,YDL185W,YBL078C,276.6854591,0.273016440682113,-
18,11,414,30847,YDL185W,YAL064C-A,546.5506397,-0.571459149010479,-
18,12,420,30847,YDL185W,YAL064C-A,555.0947541,-0.268395187798887,-
18,13,369,30847,YDL185W,YBL075C,489.6201783,-0.728160360828042,-
18,14,367,30847,YDL185W,YBL075C,490.8395757,-0.66913888650015,-
18,15,414,30847,YDL185W,YAL062W,559.671138,-0.85440670652315,-
18,16,439,30847,YDL185W,YAL062W,585.4577934,0.389641786459833,-
18,17,126,30847,YDL185W,YBL072C,131.7383183,-0.760672404430807,-
18,18,131,30847,YDL185W,YBL072C,134.6704633,0.286574226338416,-
18,19,434,30847,YDL185W,YAL061W,560.4340962,0.292048241011798,-
18,20,462,30847,YDL185W,YAL061W,608.5736154,-0.443318244535476,-
18,21,324,30847,YDL185W,YBL071C,414.3369363,0.772735750302672,-
18,22,369,30847,YDL185W,YBL071C,470.3995894,-0.981004883535206,-
18,23,437,30847,YDL185W,YAL060W,550.4845086,-0.470850017853081,-
18,24,429,30847,YDL185W,YAL060W,534.3973954,0.282011503819376,-
18,25,419,30847,YDL185W,YBL070C,527.9606349,-0.550684646703303,-
18,26,408,30847,YDL185W,YBL070C,534.8732053,-0.950324425939471,-
18,27,367,30847,YDL185W,YAL059W,500.0812722,-0.413131712935865,-
18,28,393,30847,YDL185W,YAL059W,546.120956,0.0486432355828583,-
18,29,351,30847,YDL185W,YBL069W,478.5669325,0.721308757085353,-
18,30,331,30847,YDL185W,YBL069W,445.6071548,0.505413863807917,-
18,31,378,30847,YDL185W,YAL058W,510.7611405,-0.382923286408186,-
18,32,376,30847,YDL185W,YAL058W,503.3654426,0.667942214291543,-
18,33,389,30847,YDL185W,YBL068W,521.5521329,0.0522443251684308,-
18,34,403,30847,YDL185W,YBL068W,545.2911683,-0.470597226638347,-
18,35,331,30847,YDL185W,YAL058C-A,451.7504532,0.651621434371918,-
18,36,295,30847,YDL185W,YAL058C-A,-,0.264938923064619,-
18,37,351,30847,YDL185W,YBL067C,486.6728696,0.197146873921156,-
18,38,392,30847,YDL185W,YBL067C,540.1084295,-0.48886375548318,-
18,39,386,30847,YDL185W,YAL056W,523.2279491,0.0901959780603647,-
18,40,381,30847,YDL185W,YAL056W,512.4572989,0.749665197916329,-
18,41,355,30847,YDL185W,YBL066C,481.4104433,0.0440589566715062,-
18,42,321,30847,YDL185W,YBL066C,431.0155187,-0.831482382956892,-
18,43,365,30847,YDL185W,YAL055W,474.1588456,-0.300646970514208,-
18,44,390,30847,YDL185W,YAL055W,508.2650327,0.928777389228344,-
18,45,364,30847,YDL185W,YBL065W,472.3051531,-0.962027072906494,-
18,46,416,30847,YDL185W,YBL065W,521.1885288,-0.789934310596436,-
18,47,454,30847,YDL185W,YOR202W,-,0.257407231256366,-
18,48,523,30847,YDL185W,YOR202W,-,-0.298655503429472,-
19,1,532,30847,YDL185W,YOR202W,-,-0.715327749494463,-
19,2,441,30847,YDL185W,YOR202W,-,-0.938285779673606,-
19,3,481,30847,YDL185W,YBR090C,546.9145733,-0.137414047028869,-
19,4,419,30847,YDL185W,YBR090C,493.4878341,-0.944110711105168,-
19,5,400,30847,YDL185W,YBR199W,487.5926383,0.0750306532718241,-
19,6,418,30847,YDL185W,YBR199W,531.110669,0.0520564527250826,-
19,7,418,30847,YDL185W,YBR084W,550.6107313,0.180171004496515,-
19,8,390,30847,YDL185W,YBR084W,525.0120937,-0.489670544862747,-
19,9,383,30847,YDL185W,YBR197C,528.6090396,0.71699212025851,-
19,10,372,30847,YDL185W,YBR197C,507.9901599,-0.161891596857458,-
19,11,404,30847,YDL185W,YBR084C-A,545.137876,0.558175656013191,-
19,12,395,30847,YDL185W,YBR084C-A,532.8421847,-0.491345285903662,-
19,13,389,30847,YDL185W,YBR195C,532.523052,-0.768518222495914,-
19,14,416,30847,YDL185W,YBR195C,577.6028129,-0.263077541720122,-
19,15,340,30847,YDL185W,YBR083W,465.5991265,0.436981519684196,-
19,16,385,30847,YDL185W,YBR083W,523.2510664,0.406962566077709,-
19,17,398,30847,YDL185W,YBR194W,527.4252933,-0.464848303236067,-
19,18,360,30847,YDL185W,YBR194W,465.7300424,0.74083412066102,-
19,19,327,30847,YDL185W,YBR082C,423.1254547,0.45006610872224,-
19,20,342,30847,YDL185W,YBR082C,450.7976622,-0.0948366699740291,-
19,21,26,30847,YDL185W,YBR189W,-,0.972505976911634,-
19,22,0,30847,YDL185W,YBR189W,-,0.497656704392284,-
19,23,429,30847,YDL185W,YBR077C,553.860112,-0.95390234561637,-
19,24,426,30847,YDL185W,YBR077C,544.1969348,0.717295907437801,-
19,25,415,30847,YDL185W,YBR188C,536.218702,0.043838030193001,-
19,26,414,30847,YDL185W,YBR188C,557.338091,0.923848447855562,-
19,27,303,30847,YDL185W,YBR076W,417.7801745,0.911499339621514,-
19,28,304,30847,YDL185W,YBR076W,426.4000868,0.416228129528463,-
19,29,405,30847,YDL185W,YBR187W,-,-0.564036876428872,-
19,30,359,30847,YDL185W,YBR187W,496.9821518,0.0966532779857516,-
19,31,373,30847,YDL185W,YBR075W,515.2919846,-0.586460913997144,-
19,32,368,30847,YDL185W,YBR075W,503.0848186,0.684470036998391,-
19,33,395,30847,YDL185W,YBR186W,541.2553542,0.660311166662723,-
19,34,392,30847,YDL185W,YBR186W,540.6302073,-0.9102758676745,-
19,35,334,30847,YDL185W,YBR074W,464.7901315,-0.49052316416055,-
19,36,351,30847,YDL185W,YBR074W,495.6822096,-0.902592047583312,-
19,37,356,30847,YDL185W,YBR185C,503.1902023,0.356548955198377,-
19,38,335,30847,YDL185W,YBR185C,467.1099193,-0.0972903822548687,-
19,39,326,30847,YDL185W,YBR073W,446.7960761,0.469932556618005,-
19,40,270,30847,YDL185W,YBR073W,363.2342637,0.786549522541463,-
19,41,409,30847,YDL185W,YBR184W,568.3480344,0.108853812795132,-
19,42,364,30847,YDL185W,YBR184W,500.532471,-0.937160809524357,-
19,43,370,30847,YDL185W,YBR072W,488.9861774,0.680317422375083,-
19,44,395,30847,YDL185W,YBR072W,524.3041018,-0.703656163066626,-
19,45,384,30847,YDL185W,YBR183W,506.7715813,-0.32196112209931,-
19,46,413,30847,YDL185W,YBR183W,528.7671849,-0.994345116429031,-
19,47,465,30847,YDL185W,YOR202W,-,0.605891100596637,-
19,48,447,30847,YDL185W,YOR202W,-,-0.0558927217498422,-
20,1,481,30847,YDL185W,YOR202W,-,-0.601418633479625,-
20,2,488,30847,YDL185W,YOR202W,-,-0.77332769241184,-
20,3,502,30847,YDL185W,YBR090C,572.9089091,0.28665866330266,-
20,4,446,30847,YDL185W,YBR090C,528.3318265,-0.353289219550788,-
20,5,404,30847,YDL185W,YBR199W,491.1980016,-0.945356974843889,-
20,6,420,30847,YDL185W,YBR199W,531.1061567,0.562721593305469,-
20,7,372,30847,YDL185W,YBR084W,480.1927479,0.944171743001789,-
20,8,381,30847,YDL185W,YBR084W,508.2407482,-0.282795328646898,-
20,9,374,30847,YDL185W,YBR197C,511.5969981,-0.30174214206636,-
20,10,362,30847,YDL185W,YBR197C,490.1812118,-0.857468647882342,-
20,11,418,30847,YDL185W,YBR084C-A,562.661078,0.199141166172922,-
20,12,388,30847,YDL185W,YBR084C-A,520.7045052,0.331301475409418,-
20,13,407,30847,YDL185W,YBR195C,557.7339128,-0.800234655383974,-
20,14,382,30847,YDL185W,YBR195C,526.3610103,-0.83222960261628,-
20,15,363,30847,YDL185W,YBR083W,499.719087,0.849287696182728,-
20,16,349,30847,YDL185W,YBR083W,470.8476713,0.247138985432684,-
20,17,395,30847,YDL185W,YBR194W,523.3443265,-0.990465112496167,-
20,18,360,30847,YDL185W,YBR194W,466.3270684,0.226047314703465,-
20,19,347,30847,YDL185W,YBR082C,452.2726559,0.0643274481408298,-
20,20,357,30847,YDL185W,YBR082C,472.6916554,-0.0879729664884508,-
20,21,0,30847,YDL185W,YBR189W,-,0.00889477832242846,-
20,22,35,30847,YDL185W,YBR189W,5.303752538,-0.251352919265628,-
20,23,458,30847,YDL185W,YBR077C,592.8228962,0.730788367800415,-
20,24,392,30847,YDL185W,YBR077C,496.3511752,-0.901345442514867,-
20,25,387,30847,YDL185W,YBR188C,496.3499439,0.778579484671354,-
20,26,412,30847,YDL185W,YBR188C,552.9449803,-0.295536836143583,-
20,27,253,30847,YDL185W,YBR076W,-,0.173202253412455,-
20,28,296,30847,YDL185W,YBR076W,413.1080248,-0.0901409997604787,-
20,29,358,30847,YDL185W,YBR187W,498.6477218,0.871680988464504,-
20,30,343,30847,YDL185W,YBR187W,471.3132131,0.743455320596695,-
20,31,365,30847,YDL185W,YBR075W,500.69956,0.821566928178072,-
20,32,382,30847,YDL185W,YBR075W,519.4892107,0.00705267023295164,-
20,33,418,30847,YDL185W,YBR186W,569.7259501,-0.691143350675702,-
20,34,342,30847,YDL185W,YBR186W,-,-0.113481647800654,-
20,35,403,30847,YDL185W,YBR074W,560.5015539,0.355409905780107,-
20,36,389,30847,YDL185W,YBR074W,546.4470392,0.562051666434854,-
20,37,365,30847,YDL185W,YBR185C,511.1040073,-0.900769551284611,-
20,38,391,30847,YDL185W,YBR185C,543.1273449,0.882572410162538,-
20,39,293,30847,YDL185W,YBR073W,394.2754436,-0.303341291844845,-
20,40,209,30847,YDL185W,YBR073W,271.3734009,-0.322245282586664,-
20,41,385,30847,YDL185W,YBR184W,527.1054718,-0.732313427142799,-
20,42,378,30847,YDL185W,YBR184W,514.1879353,0.221252539660782,-
20,43,368,30847,YDL185W,YBR072W,479.4837843,0.850072887260467,-
20,44,410,30847,YDL185W,YBR072W,538.0515713,-0.620619087480009,-
20,45,391,30847,YDL185W,YBR183W,510.310744,0.0783158950507641,-
20,46,570,30847,YDL185W,YBR183W,-,-0.863187439274043,-
20,47,441,30847,YDL185W,YOR202W,-,-0.851651715580374,-
20,48,483,30847,YDL185W,YOR202W,-,-0.679643246345222,-
21,1,457,30847,YDL185W,YOR202W,-,-0.83162196027115,-
21,2,457,30847,YDL185W,YOR202W,-,0.88472604798153,-
21,3,458,30847,YDL185W,YAR027W,535.9786364,-0.281461046542972,-
21,4,406,30847,YDL185W,YAR027W,-,-0.567332702223212,-
21,5,65,30847,YDL185W,YBL094C,23.90860199,-0.51406412338838,-
21,6,39,30847,YDL185W,YBL094C,-,-0.449420855846256,-
21,7,434,30847,YDL185W,YAR023C,586.4520204,0.251408746466041,-
21,8,408,30847,YDL185W,YAR023C,563.2046401,0.952519711572677,-
21,9,316,30847,YDL185W,YBL091C-A,436.0113294,0.730028598103672,-
21,10,339,30847,YDL185W,YBL091C-A,468.6879013,-0.999384456314147,-
21,11,377,30847,YDL185W,YAR020C,-,0.584254528861493,-
21,12,413,30847,YDL185W,YAR020C,573.2210667,-0.818634191527963,-
21,13,370,30847,YDL185W,YBL091C,519.0694757,-0.64270246354863,-
21,14,397,30847,YDL185W,YBL091C,565.9261692,-0.113042801618576,-
21,15,352,30847,YDL185W,YAR018C,499.4810379,-0.0880880211479962,-
21,16,351,30847,YDL185W,YAR018C,489.7629693,-0.629174915608019,-
21,17,327,30847,YDL185W,YBL089W,441.3458179,-0.196530093904585,-
21,18,296,30847,YDL185W,YBL089W,389.5713441,0.474218256305903,-
21,19,420,30847,YDL185W,YAR015W,574.533556,-0.25117166293785,-
21,20,413,30847,YDL185W,YAR015W,571.4157466,-0.0276197409257293,-
21,21,438,30847,YDL185W,YBL088C,610.9549361,0.668761016801,-
21,22,454,30847,YDL185W,YBL088C,622.6234968,-0.203394130803645,-
21,23,371,30847,YDL185W,YAR014C,486.4336696,0.439631651155651,-
21,24,331,30847,YDL185W,YAR014C,425.4523184,0.544072897639126,-
21,25,388,30847,YDL185W,YBL087C,512.6705338,0.534608703572303,-
21,26,371,30847,YDL185W,YBL087C,509.2102793,-0.17152590258047,-
21,27,347,30847,YDL185W,YAR003W,495.8449694,0.380346667021513,-
21,28,263,30847,YDL185W,YAR003W,-,0.727688246872276,-
21,29,454,30847,YDL185W,YBL086C,657.2292211,0.189268176909536,-
21,30,438,30847,YDL185W,YBL086C,625.5716865,0.268313515465707,-
21,31,388,30847,YDL185W,YAR002W,548.1180318,0.209288238547742,-
21,32,347,30847,YDL185W,YAR002W,481.8799478,-0.897821187973022,-
21,33,378,30847,YDL185W,YBL085W,525.7614809,0.25203105667606,-
21,34,321,30847,YDL185W,YBL085W,-,-0.712994381319731,-
21,35,378,30847,YDL185W,YAR002C-A,536.3992775,-0.393574836663902,-
21,36,386,30847,YDL185W,YAR002C-A,554.2965785,0.717085457872599,-
21,37,348,30847,YDL185W,YBL083C,496.5507543,-0.823483491316438,-
21,38,340,30847,YDL185W,YBL083C,478.7675541,-0.314907507970929,-
21,39,412,30847,YDL185W,YAL068C,576.428918,-0.703647756949067,-
21,40,365,30847,YDL185W,YAL068C,502.8171803,-0.638833443634212,-
21,41,344,30847,YDL185W,YBL082C,476.7601241,-0.436850565019995,-
21,42,349,30847,YDL185W,YBL082C,480.8633989,0.195762826595455,-
21,43,384,30847,YDL185W,YAL067C,-,-0.285632869694382,-
21,44,390,30847,YDL185W,YAL067C,522.0688896,0.631522784475237,-
21,45,341,30847,YDL185W,YBL081W,457.2856524,0.0263165943324566,-
21,46,312,30847,YDL185W,YBL081W,415.8032423,-0.835742072667927,-
21,47,438,30847,YDL185W,YOR202W,-,0.942086535040289,-
21,48,403,30847,YDL185W,YOR202W,-,-0.332510465290397,-
22,1,519,30847,YDL185W,YOR202W,-,0.643472833558917,-
22,2,473,30847,YDL185W,YOR202W,-,0.859995748847723,-
22,3,470,30847,YDL185W,YAR027W,537.1752176,0.0283668502233922,-
22,4,455,30847,YDL185W,YAR027W,542.5009552,0.279409403447062,-
22,5,0,30847,YDL185W,YBL094C,-,0.254434921778738,-
22,6,247,30847,YDL185W,YBL094C,-,-0.132632969412953,-
22,7,394,30847,YDL185W,YAR023C,507.7165398,0.959991232026368,-
22,8,398,30847,YDL185W,YAR023C,528.253044,0.0137895159423351,-
22,9,318,30847,YDL185W,YBL091C-A,423.2363008,-0.588995857164264,-
22,10,355,30847,YDL185W,YBL091C-A,475.4268439,-0.395386402960867,-
22,11,426,30847,YDL185W,YAR020C,569.6700203,-0.207330813631415,-
22,12,416,30847,YDL185W,YAR020C,557.8311493,0.545631439425051,-
22,13,403,30847,YDL185W,YBL091C,549.9406411,-0.487168474122882,-
22,14,405,30847,YDL185W,YBL091C,559.1057686,0.711571700405329,-
22,15,367,30847,YDL185W,YAR018C,505.3156623,-0.4086570776999,-
22,16,358,30847,YDL185W,YAR018C,484.1488461,0.394700019154698,-
22,17,284,30847,YDL185W,YBL089W,366.8393217,-0.505113141145557,-
22,18,323,30847,YDL185W,YBL089W,415.4226182,-0.735889049246907,-
22,19,433,30847,YDL185W,YAR015W,574.299064,-0.180438117589802,-
22,20,392,30847,YDL185W,YAR015W,-,-0.714491006918252,-
22,21,453,30847,YDL185W,YBL088C,612.4287249,0.106140441261232,-
22,22,389,30847,YDL185W,YBL088C,-,0.616544528398663,-
22,23,313,30847,YDL185W,YAR014C,391.4446176,-0.496906438376755,-
22,24,360,30847,YDL185W,YAR014C,452.1220545,0.113675213884562,-
22,25,375,30847,YDL185W,YBL087C,479.412834,-0.0769051378592849,-
22,26,361,30847,YDL185W,YBL087C,479.6146865,-0.135227808263153,-
22,27,333,30847,YDL185W,YAR003W,460.0718158,-0.426193471066654,-
22,28,355,30847,YDL185W,YAR003W,499.1325684,-0.571474630385637,-
22,29,436,30847,YDL185W,YBL086C,609.7786201,0.881281730718911,-
22,30,429,30847,YDL185W,YBL086C,592.2059261,-0.564684201963246,-
22,31,385,30847,YDL185W,YAR002W,525.5099594,-0.685029913671315,-
22,32,367,30847,YDL185W,YAR002W,493.0446101,0.141407808754593,-
22,33,391,30847,YDL185W,YBL085W,524.6681352,-0.248114181682467,-
22,34,377,30847,YDL185W,YBL085W,506.6519582,0.679567503742874,-
22,35,412,30847,YDL185W,YAR002C-A,564.4180117,-0.278342779260129,-
22,36,382,30847,YDL185W,YAR002C-A,526.4993392,0.679111198056489,-
22,37,359,30847,YDL185W,YBL083C,492.2786558,0.588438049890101,-
22,38,357,30847,YDL185W,YBL083C,483.2614592,-0.176910776644945,-
22,39,398,30847,YDL185W,YAL068C,532.9221709,0.328790717758238,-
22,40,392,30847,YDL185W,YAL068C,519.4595336,0.587234304752201,-
22,41,375,30847,YDL185W,YBL082C,500.5129789,-0.335257288534194,-
22,42,345,30847,YDL185W,YBL082C,454.2603117,-0.502068449743092,-
22,43,408,30847,YDL185W,YAL067C,522.6831633,-0.159795964602381,-
22,44,407,30847,YDL185W,YAL067C,523.2583064,0.077366556506604,-
22,45,306,30847,YDL185W,YBL081W,395.7701379,0.100845702458173,-
22,46,350,30847,YDL185W,YBL081W,443.9434697,-0.165744324214756,-
22,47,437,30847,YDL185W,YOR202W,-,-0.502873097080737,-
22,48,529,30847,YDL185W,YOR202W,-,0.558456107974052,-
23,1,490,30847,YDL185W,YOR202W,-,-0.00967525783926249,-
23,2,462,30847,YDL185W,YOR202W,-,-0.114321934524924,-
23,3,399,30847,YDL185W,YBR104W,443.8034295,-0.554230129811913,-
23,4,380,30847,YDL185W,YBR104W,438.0988304,0.596171195618808,-
23,5,441,30847,YDL185W,YBR212W,533.6312495,-0.830551288556308,-
23,6,405,30847,YDL185W,YBR212W,496.9186322,0.529926443938166,-
23,7,415,30847,YDL185W,YBR103W,528.7413472,0.575478178448975,-
23,8,399,30847,YDL185W,YBR103W,520.4102268,0.629921761807054,-
23,9,394,30847,YDL185W,YBR210W,526.9814759,0.177229689899832,-
23,10,388,30847,YDL185W,YBR210W,514.8133343,0.902580322697759,-
23,11,371,30847,YDL185W,YBR101C,482.5206655,-0.181033837143332,-
23,12,429,30847,YDL185W,YBR101C,567.1487835,0.0980573021806777,-
23,13,329,30847,YDL185W,YBR209W,435.7801959,-0.810332861263305,-
23,14,342,30847,YDL185W,YBR209W,460.1974097,0.485965973231941,-
23,15,397,30847,YDL185W,YBR100W,541.4740008,-0.895649355836213,-
23,16,365,30847,YDL185W,YBR100W,487.506527,0.283866233658046,-
23,17,456,30847,YDL185W,YBR208C,601.2148369,-0.360733985435218,-
23,18,436,30847,YDL185W,YBR208C,565.9562692,0.309165469370782,-
23,19,373,30847,YDL185W,YBR099C,483.8997555,-0.123677477240562,-
23,20,393,30847,YDL185W,YBR099C,517.9706295,0.244722982868552,-
23,21,393,30847,YDL185W,YBR207W,520.5867644,-0.0629644053988159,-
23,22,418,30847,YDL185W,YBR207W,545.9658836,-0.975839905440807,-
23,23,379,30847,YDL185W,YBR098W,478.4833193,-0.00420575169846416,-
23,24,405,30847,YDL185W,YBR098W,509.4156669,0.292742763180286,-
23,25,394,30847,YDL185W,YBR206W,-,0.971380360424519,-
23,26,404,30847,YDL185W,YBR206W,536.3693094,-0.311990422662348,-
23,27,367,30847,YDL185W,YBR095C,506.117589,-0.438083768822253,-
23,28,367,30847,YDL185W,YBR095C,512.4467489,-0.491151025053114,-
23,29,344,30847,YDL185W,YBR205W,472.0847331,0.594651613850147,-
23,30,370,30847,YDL185W,YBR205W,501.9286584,-0.638146866578609,-
23,31,346,30847,YDL185W,YBR094W,463.7819396,-0.543324371334165,-
23,32,378,30847,YDL185W,YBR094W,500.762055,0.315489914733917,-
23,33,416,30847,YDL185W,YBR204C,550.3543716,-0.414046359248459,-
23,34,414,30847,YDL185W,YBR204C,548.736096,0.720755209214985,-
23,35,95,30847,YDL185W,YBR093C,104.5796052,0.601823604665697,-
23,36,89,30847,YDL185W,YBR093C,96.48994256,0.735843205824494,-
23,37,433,30847,YDL185W,YBR203W,587.4011154,0.652810672763735,-
23,38,383,30847,YDL185W,YBR203W,509.0890317,-0.230769376270473,-
23,39,458,30847,YDL185W,YBR092C,604.346096,-0.519672067835927,-
23,40,470,30847,YDL185W,YBR092C,615.1901677,0.2673882949166,-
23,41,388,30847,YDL185W,YBR201W,506.6030059,0.891745672561228,-
23,42,375,30847,YDL185W,YBR201W,484.9289065,-0.0135677452199161,-
23,43,406,30847,YDL185W,YBR090C-A,507.5561018,-0.845874015241861,-
23,44,385,30847,YDL185W,YBR090C-A,479.6351063,0.1931695016101,-
23,45,90,30847,YDL185W,YBR200W,116.0720653,-0.46247423440218,-
23,46,147,30847,YDL185W,YBR200W,194.938108,-0.40577100450173,-
23,47,409,30847,YDL185W,YOR202W,-,0.927697072736919,-
23,48,463,30847,YDL185W,YOR202W,-,0.33381343446672,-
24,1,479,30847,YDL185W,YOR202W,-,-0.521914798766375,-
24,2,435,30847,YDL185W,YOR202W,-,-0.718563530128449,-
24,3,390,30847,YDL185W,YBR104W,430.1339672,0.675145144574344,-
24,4,398,30847,YDL185W,YBR104W,456.9901495,-0.777933520264924,-
24,5,446,30847,YDL185W,YBR212W,532.8417443,-0.667673168238252,-
24,6,389,30847,YDL185W,YBR212W,466.7074502,-0.241806601639837,-
24,7,418,30847,YDL185W,YBR103W,523.9563345,0.537326175253838,-
24,8,389,30847,YDL185W,YBR103W,-,0.0751289133913815,-
24,9,424,30847,YDL185W,YBR210W,561.1036094,0.709836207795888,-
24,10,404,30847,YDL185W,YBR210W,529.0062179,-0.00183562329038978,-
24,11,411,30847,YDL185W,YBR101C,530.3115373,-0.883893603459001,-
24,12,401,30847,YDL185W,YBR101C,519.6841442,0.0902897021733224,-
24,13,302,30847,YDL185W,YBR209W,391.7661235,0.126208513509482,-
